2.7264 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
256.3111 	DATA 	Keypress: 4
256.3226 	EXP 	visualcomplexity_text: autoDraw = False
256.3226 	EXP 	landmarkName_text: autoDraw = True
256.3226 	EXP 	text_5: autoDraw = True
261.6482 	DATA 	Keypress: t
262.2823 	DATA 	Keypress: backspace
267.2176 	DATA 	Keypress: c
267.3362 	DATA 	Keypress: o
267.4854 	DATA 	Keypress: m
267.8865 	DATA 	Keypress: backspace
268.0511 	DATA 	Keypress: backspace
268.2144 	DATA 	Keypress: backspace
269.4334 	DATA 	Keypress: t
269.6260 	DATA 	Keypress: o
269.7269 	DATA 	Keypress: t
270.6745 	DATA 	Keypress: e
270.8577 	DATA 	Keypress: space
272.4934 	DATA 	Keypress: backspace
272.6569 	DATA 	Keypress: backspace
272.8026 	DATA 	Keypress: backspace
272.9470 	DATA 	Keypress: backspace
273.1146 	DATA 	Keypress: backspace
274.4655 	DATA 	Keypress: w
274.9421 	DATA 	Keypress: i
275.5028 	DATA 	Keypress: c
275.7442 	DATA 	Keypress: k
275.9163 	DATA 	Keypress: e
276.0469 	DATA 	Keypress: r
276.1978 	DATA 	Keypress: space
276.7710 	DATA 	Keypress: t
276.9022 	DATA 	Keypress: o
277.0033 	DATA 	Keypress: t
277.3079 	DATA 	Keypress: e
277.4556 	DATA 	Keypress: rshift
277.6411 	DATA 	Keypress: question
277.9896 	EXP 	New trial (rep=0, index=13): {'landmark_images': 'images/Landmark7.png'}
278.0032 	DATA 	Keypress: return
278.0200 	EXP 	landmarkName_text: autoDraw = False
278.0200 	EXP 	text_5: autoDraw = False
278.0200 	EXP 	imageLandmarks: image = 'images/Landmark7.png'
278.0200 	EXP 	imageLandmarks: autoDraw = True
283.0127 	EXP 	imageLandmarks: autoDraw = False
283.0127 	EXP 	salience_text: autoDraw = True
286.5701 	DATA 	Keypress: 3
286.5824 	EXP 	salience_text: autoDraw = False
286.5824 	EXP 	visualcomplexity_text: autoDraw = True
287.2860 	DATA 	Keypress: 4
287.2980 	EXP 	visualcomplexity_text: autoDraw = False
287.2980 	EXP 	landmarkName_text: autoDraw = True
287.2980 	EXP 	text_5: autoDraw = True
288.8651 	DATA 	Keypress: b
288.9829 	DATA 	Keypress: r
289.0970 	DATA 	Keypress: o
289.4238 	DATA 	Keypress: n
289.8331 	DATA 	Keypress: backspace
290.0724 	DATA 	Keypress: w
290.2410 	DATA 	Keypress: n
290.4728 	DATA 	Keypress: space
290.7289 	DATA 	Keypress: a
290.8090 	DATA 	Keypress: n
290.9786 	DATA 	Keypress: d
291.0570 	DATA 	Keypress: space
291.3834 	DATA 	Keypress: b
292.1573 	DATA 	Keypress: e
292.3240 	DATA 	Keypress: i
292.6590 	DATA 	Keypress: g
292.9182 	DATA 	Keypress: e
293.0647 	DATA 	Keypress: space
294.2463 	DATA 	Keypress: w
294.5039 	DATA 	Keypress: c
294.9606 	DATA 	Keypress: backspace
295.2008 	DATA 	Keypress: i
295.3348 	DATA 	Keypress: c
295.5182 	DATA 	Keypress: k
295.6326 	DATA 	Keypress: e
295.7678 	DATA 	Keypress: r
295.9344 	DATA 	Keypress: space
296.7096 	DATA 	Keypress: b
296.8464 	DATA 	Keypress: a
297.4100 	DATA 	Keypress: s
297.5981 	DATA 	Keypress: k
297.8073 	DATA 	Keypress: e
298.0121 	DATA 	Keypress: t
298.3964 	EXP 	New trial (rep=0, index=14): {'landmark_images': 'images/Landmark14.png'}
298.4616 	DATA 	Keypress: return
298.4752 	EXP 	landmarkName_text: autoDraw = False
298.4752 	EXP 	text_5: autoDraw = False
298.4752 	EXP 	imageLandmarks: image = 'images/Landmark14.png'
298.4752 	EXP 	imageLandmarks: autoDraw = True
303.4286 	EXP 	imageLandmarks: autoDraw = False
303.4286 	EXP 	salience_text: autoDraw = True
304.7833 	DATA 	Keypress: 2
304.7955 	EXP 	salience_text: autoDraw = False
304.7955 	EXP 	visualcomplexity_text: autoDraw = True
305.0533 	DATA 	Keypress: 3
305.0697 	EXP 	visualcomplexity_text: autoDraw = False
305.0697 	EXP 	landmarkName_text: autoDraw = True
305.0697 	EXP 	text_5: autoDraw = True
308.3712 	DATA 	Keypress: r
308.5736 	DATA 	Keypress: e
309.3693 	DATA 	Keypress: backspace
309.5355 	DATA 	Keypress: backspace
309.9896 	DATA 	Keypress: t
310.2635 	DATA 	Keypress: a
310.5575 	DATA 	Keypress: l
310.6955 	DATA 	Keypress: l
310.8096 	DATA 	Keypress: space
311.3455 	DATA 	Keypress: w
311.4634 	DATA 	Keypress: i
312.1170 	DATA 	Keypress: c
312.2842 	DATA 	Keypress: k
312.4387 	DATA 	Keypress: e
312.6277 	DATA 	Keypress: r
312.7562 	DATA 	Keypress: space
314.0134 	DATA 	Keypress: b
314.1341 	DATA 	Keypress: a
314.2497 	DATA 	Keypress: s
314.4336 	DATA 	Keypress: k
314.6344 	DATA 	Keypress: e
314.8949 	DATA 	Keypress: t
315.3630 	DATA 	Keypress: return
315.3739 	EXP 	landmarkName_text: autoDraw = False
315.3739 	EXP 	text_5: autoDraw = False
315.3739 	EXP 	text_2: autoDraw = True
320.3850 	EXP 	text_2: autoDraw = False
321.6653 	EXP 	window1: mouseVisible = True
